Ctyname,stname,cases2023
Trempealeau County,Wisconsin,90
Vernon County,Wisconsin,73
Vilas County,Wisconsin,54
Walworth County,Wisconsin,75
Washburn County,Wisconsin,66
Washington County,Wisconsin,140
Waukesha County,Wisconsin,268
Waupaca County,Wisconsin,127
Waushara County,Wisconsin,70
Winnebago County,Wisconsin,86
Wood County,Wisconsin,111
Albany County,Wyoming,0
Big Horn County,Wyoming,0
Campbell County,Wyoming,0
Carbon County,Wyoming,0
Converse County,Wyoming,0
Crook County,Wyoming,0
Fremont County,Wyoming,0
Goshen County,Wyoming,0
Hot Springs County,Wyoming,0
Johnson County,Wyoming,0
Laramie County,Wyoming,0
Lincoln County,Wyoming,0
Natrona County,Wyoming,0
Niobrara County,Wyoming,0
Park County,Wyoming,0
Platte County,Wyoming,0
Sheridan County,Wyoming,0
Sublette County,Wyoming,0
Sweetwater County,Wyoming,1
Teton County,Wyoming,1
Uinta County,Wyoming,0
Washakie County,Wyoming,0
Weston County,Wyoming,0
